[7/12/20 01:16AM]	[CLANCHAT]: Nom: dang we went down 1 rank in runelocus	
[7/20/20 07:54AM]	[CLANCHAT]: Flub: I think you're all donators as well lol	
[7/20/20 07:54AM]	[CLANCHAT]: Flub: Awesome host thanks	
[7/20/20 07:54AM]	[CLANCHAT]: Host:  is it possible to combine fire cape	
[7/20/20 07:54AM]	[CLANCHAT]: Host:  w max	
[7/20/20 07:54AM]	[CLANCHAT]: Flub: No :D	
[7/20/20 07:54AM]	[CLANCHAT]: Host:  :(	
[7/20/20 07:57AM]	[CLANCHAT]: Flub: Right guys code time woo, discord if you need me <3	
[7/20/20 07:57AM]	[CLANCHAT]: Luckyman353: peace brother	
[7/20/20 08:02AM]	[CLANCHAT]: Host:  i want a serp	
[7/20/20 08:09AM]	[CLANCHAT]: Luckyman353: anyonw wana fp ?	
[7/20/20 08:14AM]	[CLANCHAT]: Sloth: eew chatotic rapier from box	
[7/20/20 08:14AM]	[CLANCHAT]: Fishy: thats good tbh	
[7/20/20 08:14AM]	[CLANCHAT]: Fishy: ill buy it	
[7/20/20 08:14AM]	[CLANCHAT]: Sloth: not for a person who likes range	
[7/20/20 08:14AM]	[CLANCHAT]: Sloth: lol	
[7/20/20 08:15AM]	[CLANCHAT]: Fishy: rip	
[7/20/20 08:15AM]	[CLANCHAT]: Sloth: oh yes dung is a thing ingame	
[7/20/20 08:15AM]	[CLANCHAT]: Sloth: @-@	
[7/20/20 08:15AM]	[CLANCHAT]: Sloth: and are they even tradable?	
[7/20/20 08:18AM]	[CLANCHAT]: Colby: can you hold multiple clues?	
[7/20/20 08:18AM]	[CLANCHAT]: Fishy: yes	
[7/20/20 08:19AM]	[CLANCHAT]: Fishy: i buy all clues	
[7/20/20 08:19AM]	[CLANCHAT]: Colby: ty	
[7/20/20 08:19AM]	[CLANCHAT]: Sloth: fishy home tele?	
[7/20/20 08:23AM]	[CLANCHAT]: Colby: whats in ezone?	
[7/20/20 08:35AM]	[CLANCHAT]: Sloth: ty colby	
[7/20/20 08:35AM]	[CLANCHAT]: Colby: np bud	
[7/20/20 08:42AM]	[CLANCHAT]: Host:  no drop still	
[7/20/20 08:42AM]	[CLANCHAT]: Host:  hmmmmmmmmmmmmm	
[7/20/20 08:51AM]	[CLANCHAT]: Luckyman353: anyone wana fp ?	
[7/20/20 08:51AM]	[CLANCHAT]: Host:  i want serp	
[7/20/20 09:07AM]	[CLANCHAT]: Host:  sup meta	
[7/20/20 09:07AM]	[CLANCHAT]: Metasploit: hey man	
[7/20/20 09:07AM]	[CLANCHAT]: Host:  whats good	
[7/20/20 09:07AM]	[CLANCHAT]: Metasploit: can't sleep - up for the day lol	
[7/20/20 09:07AM]	[CLANCHAT]: Metasploit: wby?	
[7/20/20 09:08AM]	[CLANCHAT]: Host:  nm	
[7/20/20 09:08AM]	[CLANCHAT]: Host:  farming serp	
[7/20/20 09:12AM]	[CLANCHAT]: Metasploit: fun haha	
[7/20/20 09:16AM]	[CLANCHAT]: Martijn: ayy meta	
[7/20/20 09:16AM]	[CLANCHAT]: Metasploit: hey mart	
[7/20/20 09:16AM]	[CLANCHAT]: Martijn: how ur doing	
[7/20/20 09:16AM]	[CLANCHAT]: Metasploit: can't sleep lol	
[7/20/20 09:16AM]	[CLANCHAT]: Metasploit: it's 5am	
[7/20/20 09:16AM]	[CLANCHAT]: Martijn: oh damn son	
[7/20/20 09:16AM]	[CLANCHAT]: Martijn: what did u used	
[7/20/20 09:16AM]	[CLANCHAT]: Martijn: :p	
[7/20/20 09:16AM]	[CLANCHAT]: Sloth: its 5 am here to	
[7/20/20 09:17AM]	[CLANCHAT]: Metasploit: typically up at 7:30 for work lol	
[7/20/20 09:17AM]	[CLANCHAT]: Metasploit: been up since 4	
[7/20/20 09:17AM]	[CLANCHAT]: Fishy: fping primal wep set no long	
[7/20/20 09:18AM]	[CLANCHAT]: Martijn: meta	
[7/20/20 09:18AM]	[CLANCHAT]: Fishy: fpimg primal set /10b/pegs claws ags blood neck	
[7/20/20 09:18AM]	[CLANCHAT]: Metasploit: yo	
[7/20/20 09:18AM]	[CLANCHAT]: Martijn:  u did any map adding	
[7/20/20 09:18AM]	[CLANCHAT]: Metasploit: nah not for new dzone	
[7/20/20 09:18AM]	[CLANCHAT]: Metasploit: was having issues with it	
[7/20/20 09:19AM]	[CLANCHAT]: Metasploit: wasn't looking nice	
[7/20/20 09:19AM]	[CLANCHAT]: Martijn: aha	
[7/20/20 09:19AM]	[CLANCHAT]: Martijn: okay	
[7/20/20 09:19AM]	[CLANCHAT]: Metasploit: map has crazy height levels	
[7/20/20 09:19AM]	[CLANCHAT]: Martijn: selling vesta top + legs	
[7/20/20 09:19AM]	[CLANCHAT]: Fishy: hm?	
[7/20/20 09:19AM]	[CLANCHAT]: Martijn: offer	
[7/20/20 09:19AM]	[CLANCHAT]: Martijn: dont know if there ay other ingame	
[7/20/20 09:19AM]	[CLANCHAT]: Fishy: idk tell me a price	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: hmm	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: 18b	
[7/20/20 09:20AM]	[CLANCHAT]: Fishy: sword has top and bottem in bank	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: then im at 500b cash	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: /he gaved that to me	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: lol	
[7/20/20 09:20AM]	[CLANCHAT]: Fishy: ah nvm then	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: 18b	
[7/20/20 09:20AM]	[CLANCHAT]: Martijn: lel	
[7/20/20 09:20AM]	[CLANCHAT]: Fishy: ill fp u prim set for it lol	
[7/20/20 09:23AM]	[CLANCHAT]: Martijn: selling vesta	
[7/20/20 09:27AM]	[CLANCHAT]: Martijn: selling bludgeon and korasi sword	
[7/20/20 09:28AM]	[CLANCHAT]: Martijn: selling bludgeion an korasi sword	
[7/20/20 09:30AM]	[CLANCHAT]: Sloth: lol that name of an enemy	
[7/20/20 09:31AM]	[CLANCHAT]: Host:  gz	
[7/20/20 09:31AM]	[CLANCHAT]: Metasploit: lol	
[7/20/20 09:31AM]	[CLANCHAT]: Metasploit: ty	
[7/20/20 09:36AM]	[CLANCHAT]: Boot: who gives discord winnings...	
[7/20/20 09:36AM]	[CLANCHAT]: Host:  stop	
[7/20/20 09:37AM]	[CLANCHAT]: Host:  stop man	
[7/20/20 09:37AM]	[CLANCHAT]: Host:  jeez	
[7/20/20 09:37AM]	[CLANCHAT]: Metasploit: jesus	
[7/20/20 09:37AM]	[CLANCHAT]: Metasploit: and well isn't even active	
[7/20/20 09:37AM]	[CLANCHAT]: Fishy: meta u sell that?	
[7/20/20 09:37AM]	[CLANCHAT]: Fishy: he buffed drops	
[7/20/20 09:37AM]	[CLANCHAT]: Host:  thers no drop rate well xd	
[7/20/20 09:37AM]	[CLANCHAT]: Metasploit: the way this souce does it, we believe there is	
[7/20/20 09:38AM]	[CLANCHAT]: Host:  intresting	
[7/20/20 09:38AM]	[CLANCHAT]: Metasploit: fishy - red phat	
[7/20/20 09:38AM]	[CLANCHAT]: Sloth: lol	
[7/20/20 09:38AM]	[CLANCHAT]: Metasploit: wanna buy it?	
[7/20/20 09:38AM]	[CLANCHAT]: Fishy: yes	
[7/20/20 09:38AM]	[CLANCHAT]: Fishy: come gamble	
[7/20/20 09:38AM]	[CLANCHAT]: Boot: void worth gettin?	
[7/20/20 09:38AM]	[CLANCHAT]: Metasploit: wb bro	
[7/20/20 09:39AM]	[CLANCHAT]: Host:  wb hairy	
[7/20/20 09:39AM]	[CLANCHAT]: Hairloss: Cheers guys	
[7/20/20 09:39AM]	[CLANCHAT]: Sloth: boot are you askin if it has the boosts?	
[7/20/20 09:40AM]	[CLANCHAT]: Sloth: i would like to know to :3	
[7/20/20 09:40AM]	[CLANCHAT]: Luckyman353: anyone wana fp before i get off	
[7/20/20 09:41AM]	[CLANCHAT]: Boot: and sloth me too bro i have no idea :P	
[7/20/20 09:41AM]	[CLANCHAT]: Host:  anyone got tome of fire ?	
[7/20/20 09:41AM]	[CLANCHAT]: Fishy: trade me mart	
[7/20/20 09:42AM]	[CLANCHAT]: Flub: ayyy	
[7/20/20 09:42AM]	[CLANCHAT]: Boot: wbwb	
[7/20/20 09:42AM]	[CLANCHAT]: Flub: boot where you at	
[7/20/20 09:42AM]	[CLANCHAT]: Host:  ayyy fluby	
[7/20/20 09:42AM]	[CLANCHAT]: Metasploit: flubbbbbbbbbbbbbbbbbby	
[7/20/20 09:42AM]	[CLANCHAT]: Flub: meta why're you on lol	
[7/20/20 09:42AM]	[CLANCHAT]: Metasploit: can't sleep lmao	
[7/20/20 09:42AM]	[CLANCHAT]: Flub: haha :D	
[7/20/20 09:43AM]	[CLANCHAT]: Fishy: loot?	
[7/20/20 09:43AM]	[CLANCHAT]: Boot: nightmare staff gman	
[7/20/20 09:44AM]	[CLANCHAT]: Luckyman353: yo boot do you fp ?	
[7/20/20 09:44AM]	[CLANCHAT]: Boot: i dont bro	
[7/20/20 09:44AM]	[CLANCHAT]: Luckyman353: thats purfectly fine :)	
[7/20/20 09:44AM]	[CLANCHAT]: Luckyman353: gl on drops brother	
[7/20/20 09:47AM]	[CLANCHAT]: Host:  aight	
[7/20/20 09:47AM]	[CLANCHAT]: Host:  ima go gym and work	
[7/20/20 09:47AM]	[CLANCHAT]: Host:  cya boys later	
[7/20/20 09:47AM]	[CLANCHAT]: Sloth: cya	
[7/20/20 09:47AM]	[CLANCHAT]: Hairloss: cya host	
[7/20/20 09:47AM]	[CLANCHAT]: Boot: any1 selling mage gear? :P	
[7/20/20 09:49AM]	[CLANCHAT]: Luckyman353: gn everyone	
[7/20/20 09:50AM]	[CLANCHAT]: Hairloss: gn Lucky	
[7/20/20 09:50AM]	[CLANCHAT]: Beez: whats with 2 zulrahs	
[7/20/20 09:50AM]	[CLANCHAT]: Metasploit: small bug with instnaces	
[7/20/20 09:50AM]	[CLANCHAT]: Luckyman353: gn evertone	
[7/20/20 09:50AM]	[CLANCHAT]: Boot: make kbd agro again :(	
[7/20/20 09:50AM]	[CLANCHAT]: Metasploit: gn	
[7/20/20 09:52AM]	[CLANCHAT]: Beez: does any items increas dr?	
[7/20/20 09:52AM]	[CLANCHAT]: Metasploit: row	
[7/20/20 09:52AM]	[CLANCHAT]: Metasploit: ring of coins	
[7/20/20 09:52AM]	[CLANCHAT]: Sloth: ring of wealth	
[7/20/20 09:52AM]	[CLANCHAT]: Beez: i have row but still says 20%	
[7/20/20 09:52AM]	[CLANCHAT]: Boot: ring of coins does?	
[7/20/20 09:52AM]	[CLANCHAT]: Metasploit: it won't stack in the quest tab yet	
[7/20/20 09:52AM]	[CLANCHAT]: Metasploit: yes	
[7/20/20 09:52AM]	[CLANCHAT]: Fishy: picks up conds and acs like a row	
[7/20/20 09:53AM]	[CLANCHAT]: Boot: ooo fk me tf am i doing XD	
[7/20/20 09:53AM]	[CLANCHAT]: Fishy: anyone sell ring of coins 	
[7/20/20 09:53AM]	[CLANCHAT]: Boot: any1 selling roc?	
[7/20/20 09:53AM]	[CLANCHAT]: Metasploit: i'll sell 250m ea	
[7/20/20 09:53AM]	[CLANCHAT]: Fishy: im at ;;gamble	
[7/20/20 09:53AM]	[CLANCHAT]: Fishy: plzzzzzz	
[7/20/20 09:55AM]	[CLANCHAT]: Metasploit: nice sled hairloss ;P	
[7/20/20 09:55AM]	[CLANCHAT]: Hairloss: Cheers meta	
[7/20/20 09:55AM]	[CLANCHAT]: Hairloss: Can I buy a ring of coins brother?	
[7/20/20 09:56AM]	[CLANCHAT]: Metasploit: of course 	
[7/20/20 09:56AM]	[CLANCHAT]: Metasploit: meet me at home	
[7/20/20 09:57AM]	[CLANCHAT]: Metasploit: afk for a bit guys	
[7/20/20 09:57AM]	[CLANCHAT]: Metasploit: discord if you need antyhing	
[7/20/20 09:57AM]	[CLANCHAT]: Boot: add flasks to donorzone shops <3	
[7/20/20 09:57AM]	[CLANCHAT]: Hairloss: sure thing Meata	
[7/20/20 09:57AM]	[CLANCHAT]: Hairloss: lmao I meant Meta	
[7/20/20 09:59AM]	[CLANCHAT]: Hairloss: Oh f I'm not	
[7/20/20 10:00AM]	[CLANCHAT]: Sloth: lol	
[7/20/20 10:00AM]	[CLANCHAT]: Fishy: had to go shave that butt i see	
[7/20/20 10:00AM]	[CLANCHAT]: Hairloss: lmao nah brother	
[7/20/20 10:02AM]	[CLANCHAT]: Boot: nex's freeze to loooong	
[7/20/20 10:02AM]	[CLANCHAT]: Hairloss: fr lmao	
[7/20/20 10:03AM]	[CLANCHAT]: Fishy: put in bugs/ suggetions on discord	
[7/20/20 10:03AM]	[CLANCHAT]: Boot: dont think its a bug 	
[7/20/20 10:03AM]	[CLANCHAT]: Boot: just how nex is	
[7/20/20 10:03AM]	[CLANCHAT]: Sloth: lol	
[7/20/20 10:08AM]	[CLANCHAT]: Boot: bank tabs work yet?	
[7/20/20 10:08AM]	[CLANCHAT]: Fishy: yedd been working	
[7/20/20 10:10AM]	[CLANCHAT]: Boot: buying 450 bosspoint item	
[7/20/20 10:20AM]	[CLANCHAT]: Boot: welcome	
[7/20/20 10:20AM]	[CLANCHAT]: Personic: thx	
[7/20/20 10:20AM]	[CLANCHAT]: Martijn: b2b lel	
[7/20/20 10:21AM]	[CLANCHAT]: Sloth: lol again boot	
[7/20/20 10:21AM]	[CLANCHAT]: Hairloss: fr Boot what is that luck	
[7/20/20 10:21AM]	[CLANCHAT]: Boot: tbf im 9 levels from max the more the better XD	
[7/20/20 10:21AM]	[CLANCHAT]: Martijn: nice!	
[7/20/20 10:22AM]	[CLANCHAT]: Sprite: that green color is so hard to read lmao	
[7/20/20 10:22AM]	[CLANCHAT]: Sloth: ikr	
[7/20/20 10:22AM]	[CLANCHAT]: Boot: for sure XD	
[7/20/20 10:23AM]	[CLANCHAT]: Fishy: buying white purple and yellow phats items or cash	
[7/20/20 10:38AM]	[CLANCHAT]: Sprite: dragon hatchet has no special?	
[7/20/20 10:39AM]	[CLANCHAT]: Hairloss: gz boots for boot	
[7/20/20 10:39AM]	[CLANCHAT]: Boot: love me some boots :P	
[7/20/20 10:49AM]	[CLANCHAT]: Hairloss: no I'm not	
[7/20/20 10:49AM]	[CLANCHAT]: Sloth: lol	
[7/20/20 10:49AM]	[CLANCHAT]: Sloth: the system really wants you gone	
[7/20/20 10:50AM]	[CLANCHAT]: Hairloss: lolol cheers	
[7/20/20 11:31AM]	[CLANCHAT]: Martijn: ayy im on phone	
[7/20/20 11:31AM]	[CLANCHAT]: Martijn: lel	
[7/20/20 11:31AM]	[CLANCHAT]: Hairloss: lmao how?	
[7/20/20 11:31AM]	[CLANCHAT]: Martijn: teamviewer	
[7/20/20 11:31AM]	[CLANCHAT]: Hairloss: omg	
[7/20/20 11:32AM]	[CLANCHAT]: Martijn: u have to keep the app open and unatended access	
[7/20/20 11:32AM]	[CLANCHAT]: Martijn: then u can login from phone	
[7/20/20 11:32AM]	[CLANCHAT]: Hairloss: lol so now you can play Janus from your phone too	
[7/20/20 11:41AM]	[CLANCHAT]: Martijn: okk  ack lel	
[7/20/20 11:42AM]	[CLANCHAT]: Hairloss: wb Kat	
[7/20/20 11:42AM]	[CLANCHAT]: Katrina Law: thanks	
[7/20/20 11:42AM]	[CLANCHAT]: Hairloss: sleep well?	
[7/20/20 11:42AM]	[CLANCHAT]: Katrina Law: nope i went out cus i cant sleep lol	
[7/20/20 11:42AM]	[CLANCHAT]: Hairloss: oh f	
[7/20/20 11:43AM]	[CLANCHAT]: Hairloss: Where'd you go out to?	
[7/20/20 11:43AM]	[CLANCHAT]: Katrina Law: town	
[7/20/20 11:43AM]	[CLANCHAT]: Martijn: kat	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 11:44AM]	[CLANCHAT]: Martijn: sword quitted	
[7/20/20 11:44AM]	[CLANCHAT]: Martijn: :(	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: why?	
[7/20/20 11:44AM]	[CLANCHAT]: Martijn: fishy cleaned him	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: lmaoooooooo	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: lololoool	
[7/20/20 11:44AM]	[CLANCHAT]: Martijn: can u clean him plz	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: rippppppppppp	
[7/20/20 11:44AM]	[CLANCHAT]: Martijn: l0l	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: wowwo	
[7/20/20 11:44AM]	[CLANCHAT]: Katrina Law: u rich now	
[7/20/20 11:45AM]	[CLANCHAT]: Martijn: jkjk	
[7/20/20 11:45AM]	[CLANCHAT]: Katrina Law: whaT?	
[7/20/20 11:45AM]	[CLANCHAT]: Martijn: why am i rich	
[7/20/20 11:45AM]	[CLANCHAT]: Katrina Law: cus u got a tone of cash	
[7/20/20 11:45AM]	[CLANCHAT]: Katrina Law: like 500b>?	
[7/20/20 11:45AM]	[CLANCHAT]: Martijn: fishy cleaned him	
[7/20/20 11:45AM]	[CLANCHAT]: Katrina Law: oo	
[7/20/20 11:45AM]	[CLANCHAT]: Martijn: not me	
[7/20/20 11:45AM]	[CLANCHAT]: Hairloss: um	
[7/20/20 11:45AM]	[CLANCHAT]: Katrina Law: fish u rich noob	
[7/20/20 11:45AM]	[CLANCHAT]: Martijn: lel	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: he has vangurd set now?	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: wwowo	
[7/20/20 11:46AM]	[CLANCHAT]: Hairloss: lol	
[7/20/20 11:46AM]	[CLANCHAT]: Martijn: im not sure abput that	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: ohh	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: will gz to fiah	
[7/20/20 11:46AM]	[CLANCHAT]: Martijn: torva pernix etc t ows scythe	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: he has balls	
[7/20/20 11:46AM]	[CLANCHAT]: Hairloss: for sure	
[7/20/20 11:46AM]	[CLANCHAT]: Katrina Law: ooo	
[7/20/20 11:47AM]	[CLANCHAT]: Hairloss: cheers kat	
[7/20/20 11:47AM]	[CLANCHAT]: Katrina Law: np	
[7/20/20 11:47AM]	[CLANCHAT]: Martijn: okk be back later pce	
[7/20/20 11:47AM]	[CLANCHAT]: Pickle Rick: pickle rick in the hosue people!	
[7/20/20 11:47AM]	[CLANCHAT]: Hairloss: bye	
[7/20/20 11:47AM]	[CLANCHAT]: Katrina Law: pce	
[7/20/20 11:47AM]	[CLANCHAT]: Hairloss: Hey Rick	
[7/20/20 11:47AM]	[CLANCHAT]: Pickle Rick: wad up	
[7/20/20 11:48AM]	[CLANCHAT]: Hairloss: I'm good brother hbu?	
[7/20/20 11:48AM]	[CLANCHAT]: Pickle Rick: good good tired only just got to jump on the computer	
[7/20/20 11:48AM]	[CLANCHAT]: Hairloss: oh sick nice	
[7/20/20 11:48AM]	[CLANCHAT]: Pickle Rick: time to grind kbd for more drops :)	
[7/20/20 11:49AM]	[CLANCHAT]: Hairloss: glgl	
[7/20/20 11:49AM]	[CLANCHAT]: Pickle Rick: hmm i chose the highest difficulty but it says defult	
[7/20/20 11:49AM]	[CLANCHAT]: Hairloss: Oh fr choose at home again	
[7/20/20 11:49AM]	[CLANCHAT]: Hairloss: At difficulty selector	
[7/20/20 11:49AM]	[CLANCHAT]: Pickle Rick: ok	
[7/20/20 11:49AM]	[CLANCHAT]: Pickle Rick: cause i swear i chose highest one	
[7/20/20 11:50AM]	[CLANCHAT]: Pickle Rick: oh i miss read when i was choosing lol	
[7/20/20 11:50AM]	[CLANCHAT]: Hairloss: oh lmao	
[7/20/20 11:50AM]	[CLANCHAT]: Pickle Rick: bhahaha	
[7/20/20 11:50AM]	[CLANCHAT]: Hairloss: it is what it is	
[7/20/20 11:51AM]	[CLANCHAT]: Pickle Rick: ah good to come back to a tbow :D	
[7/20/20 11:51AM]	[CLANCHAT]: Katrina Law: oo	
[7/20/20 11:51AM]	[CLANCHAT]: Hairloss: oh jeez yeah that looked nice	
[7/20/20 11:51AM]	[CLANCHAT]: Pickle Rick: kbd is so much quicker	
[7/20/20 11:51AM]	[CLANCHAT]: Hairloss: lmao for sure you can like 3 shot kbd	
[7/20/20 11:51AM]	[CLANCHAT]: Pickle Rick: next thing to buy from kbd drops is scythe	
[7/20/20 11:52AM]	[CLANCHAT]: Hairloss: oh fr you bought your tbow?	
[7/20/20 11:52AM]	[CLANCHAT]: Pickle Rick: yeah man 	
[7/20/20 11:52AM]	[CLANCHAT]: Hairloss: For how much brother?	
[7/20/20 11:52AM]	[CLANCHAT]: Pickle Rick: 2.5b dhcb and dwh	
[7/20/20 11:52AM]	[CLANCHAT]: Katrina Law: damm	
[7/20/20 11:52AM]	[CLANCHAT]: Hairloss: oh fr sick	
[7/20/20 11:52AM]	[CLANCHAT]: Pickle Rick: i was desperate	
[7/20/20 11:52AM]	[CLANCHAT]: Katrina Law: that cheap	
[7/20/20 11:52AM]	[CLANCHAT]: Pickle Rick: wait what u mean thats all like 5b isnt it	
[7/20/20 11:52AM]	[CLANCHAT]: Katrina Law:  i buy tbows for 30b each lo	
[7/20/20 11:53AM]	[CLANCHAT]: Hairloss: lmao Kat buys tbow for 30b	
[7/20/20 11:53AM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 11:53AM]	[CLANCHAT]: Pickle Rick: i think meta sold me it i dont remember	
[7/20/20 11:53AM]	[CLANCHAT]: Hairloss: Unlucky Kat	
[7/20/20 11:53AM]	[CLANCHAT]: Katrina Law: aw	
[7/20/20 11:53AM]	[CLANCHAT]: Pickle Rick: someone cut me a deal because it was me 	
[7/20/20 11:53AM]	[CLANCHAT]: Katrina Law: ayyy	
[7/20/20 11:53AM]	[CLANCHAT]: Hairloss: Damn Rick you really gg'd on that one	
[7/20/20 11:53AM]	[CLANCHAT]: Pickle Rick: just cant remember who	
[7/20/20 11:54AM]	[CLANCHAT]: Pickle Rick: i wish pets had value	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: same i got lots	
[7/20/20 11:55AM]	[CLANCHAT]: Hairloss: i mean they look amazing ngl	
[7/20/20 11:55AM]	[CLANCHAT]: Pickle Rick: ive only done kbd and ive got 7-8	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: 4 kbds 2 blue baby dragons 3 tds	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: 7 zuls	
[7/20/20 11:55AM]	[CLANCHAT]: Hairloss: jesus Kat 	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: l	
[7/20/20 11:55AM]	[CLANCHAT]: Pickle Rick: the man grinds	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 11:55AM]	[CLANCHAT]: Hairloss: And damn how much kbd do you farm rick	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: i got over 10k npx kills	
[7/20/20 11:55AM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 11:55AM]	[CLANCHAT]: Pickle Rick: tbh how do u check ur kc?	
[7/20/20 11:56AM]	[CLANCHAT]: Hairloss: kill log in quest tab	
[7/20/20 11:56AM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 11:56AM]	[CLANCHAT]: Hairloss: at the top	
[7/20/20 11:56AM]	[CLANCHAT]: Pickle Rick: 590kbd kills and ive had 3 dwh 2 dhcb 7-8 pets and a dhl	
[7/20/20 11:56AM]	[CLANCHAT]: Katrina Law: nice	
[7/20/20 11:57AM]	[CLANCHAT]: Katrina Law: gz	
[7/20/20 11:57AM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 11:57AM]	[CLANCHAT]: Pickle Rick: lol	
[7/20/20 11:57AM]	[CLANCHAT]: Hairloss: lmao gz	
[7/20/20 11:57AM]	[CLANCHAT]: Katrina Law: lolol	
[7/20/20 11:57AM]	[CLANCHAT]: Pickle Rick: so anyone wanna offer?	
[7/20/20 11:57AM]	[CLANCHAT]: Hairloss: 4 dwh now	
[7/20/20 11:57AM]	[CLANCHAT]: Katrina Law: if no one wants it i will overpay	
[7/20/20 11:57AM]	[CLANCHAT]: Pickle Rick: first in first serve and i dont see any offers so far kat	
[7/20/20 11:58AM]	[CLANCHAT]: Katrina Law: 10b for it	
[7/20/20 11:58AM]	[CLANCHAT]: Katrina Law: xd	
[7/20/20 11:58AM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 11:58AM]	[CLANCHAT]: Pickle Rick: sold ill be home in 1 sec	
[7/20/20 11:58AM]	[CLANCHAT]: Hairloss: Kat big baller	
[7/20/20 12:00PM]	[CLANCHAT]: Katrina Law: im trying to get eveyone rich lol	
[7/20/20 12:01PM]	[CLANCHAT]: Hairloss: for sure you're pushing economy forward	
[7/20/20 12:01PM]	[CLANCHAT]: Pickle Rick: hmm how much u sell a scyther for	
[7/20/20 12:01PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:01PM]	[CLANCHAT]: Katrina Law: dont really sell scythes or tbows i only lend them out	
[7/20/20 12:01PM]	[CLANCHAT]: Pickle Rick: ah ok	
[7/20/20 12:02PM]	[CLANCHAT]: Hairloss: Kat is kinda like the central bank here	
[7/20/20 12:02PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:02PM]	[CLANCHAT]: Pickle Rick: ill find someone to buy it off hehe	
[7/20/20 12:02PM]	[CLANCHAT]: Pickle Rick: with enough kbd drops ill be able to buy one 	
[7/20/20 12:02PM]	[CLANCHAT]: Katrina Law: guys save up ur boss points they adding nex items in there	
[7/20/20 12:02PM]	[CLANCHAT]: Pickle Rick: oh shit really	
[7/20/20 12:02PM]	[CLANCHAT]: Boot: -.-	
[7/20/20 12:02PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 12:02PM]	[CLANCHAT]: Pickle Rick: do u know points costs	
[7/20/20 12:02PM]	[CLANCHAT]: Katrina Law: very soon	
[7/20/20 12:02PM]	[CLANCHAT]: Boot: can i refund my fking trickster parts 	
[7/20/20 12:02PM]	[CLANCHAT]: Katrina Law: /like 1k tho each one	
[7/20/20 12:03PM]	[CLANCHAT]: Katrina Law: its a grind	
[7/20/20 12:03PM]	[CLANCHAT]: Pickle Rick: ima be rich grinding kbd :D	
[7/20/20 12:03PM]	[CLANCHAT]: Katrina Law: im ok iget like 1k to 1.3k pointws each day	
[7/20/20 12:03PM]	[CLANCHAT]: Katrina Law: xd	
[7/20/20 12:03PM]	[CLANCHAT]: Hairloss: Kat for real that's a crazy grind	
[7/20/20 12:03PM]	[CLANCHAT]: Katrina Law: and they are adding primal arm in dung points to	
[7/20/20 12:04PM]	[CLANCHAT]: Katrina Law: shop	
[7/20/20 12:04PM]	[CLANCHAT]: Katrina Law: ik	
[7/20/20 12:04PM]	[CLANCHAT]: Katrina Law: but i only boss on here lol its fine for me	
[7/20/20 12:05PM]	[CLANCHAT]: Hairloss: jeez still it's amazing to farm 1k point daily	
[7/20/20 12:05PM]	[CLANCHAT]: Katrina Law: swroddog22 really quit?	
[7/20/20 12:05PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 12:05PM]	[CLANCHAT]: Hairloss: yeah I think so	
[7/20/20 12:05PM]	[CLANCHAT]: Katrina Law: wowo	
[7/20/20 12:05PM]	[CLANCHAT]: Katrina Law: thats why dont go allin lol	
[7/20/20 12:05PM]	[CLANCHAT]: Hairloss: yeah that's legit what most people agree with	
[7/20/20 12:06PM]	[CLANCHAT]: Katrina Law: i only do 30 to 50b most of times	
[7/20/20 12:06PM]	[CLANCHAT]: Hairloss: lmao Kat that's like 1 percent of you bank 	
